R, f
0.05853658536585366, 0.0010638297872340426
0.13902439024390245, 0.0010638297872340426
0.21219512195121953, 0.0010638297872340426
0.2853658536585366, 0.003191489361702128
0.34390243902439027, 0.00851063829787234
0.4024390243902439, 0.02021276595744681
0.44634146341463415, 0.03297872340425532
0.49756097560975615, 0.04680851063829787
0.5341463414634147, 0.059574468085106386
0.5707317073170732, 0.07021276595744681
0.6365853658536585, 0.08936170212765958
0.6951219512195123, 0.1021276595744681
0.7463414634146341, 0.1148936170212766
0.7975609756097561, 0.12872340425531914
0.8341463414634147, 0.14148936170212767
0.8634146341463416, 0.15531914893617021
0.9, 0.17446808510638298
0.951219512195122, 0.2074468085106383
0.9804878048780489, 0.23617021276595745
1.0170731707317073, 0.2691489361702128
1.0390243902439025, 0.30106382978723406
1.075609756097561, 0.3446808510638298
1.1121951219512196, 0.38829787234042556
1.15609756097561, 0.4563829787234043
1.2000000000000002, 0.5148936170212766
1.2365853658536585, 0.5617021276595745
1.2804878048780488, 0.6223404255319149
1.3317073170731708, 0.6776595744680851
1.375609756097561, 0.7106382978723405
1.3975609756097562, 0.7244680851063829
1.426829268292683, 0.7287234042553191
1.4634146341463417, 0.7223404255319149
1.4853658536585366, 0.7106382978723405
1.5219512195121951, 0.6787234042553192
1.551219512195122, 0.6510638297872341
1.5731707317073171, 0.6212765957446809
1.5951219512195123, 0.5925531914893617
1.6170731707317074, 0.5648936170212766
1.6463414634146343, 0.5340425531914894
1.6682926829268294, 0.5127659574468085
1.6829268292682928, 0.48723404255319147
1.7195121951219514, 0.45851063829787236
1.748780487804878, 0.4351063829787234
1.7853658536585366, 0.41595744680851066
1.8585365853658538, 0.3872340425531915
1.9170731707317075, 0.3702127659574468
1.9975609756097563, 0.3606382978723404
2.0414634146341464, 0.35425531914893615
2.151219512195122, 0.35000000000000003
2.2463414634146344, 0.35319148936170214
2.326829268292683, 0.35212765957446807
2.3926829268292686, 0.34574468085106386
2.473170731707317, 0.33404255319148934
2.546341463414634, 0.3180851063829787
2.6195121951219513, 0.2978723404255319
2.6926829268292685, 0.2797872340425532
2.7658536585365856, 0.2521276595744681
2.831707317073171, 0.23085106382978723
2.8975609756097565, 0.21382978723404256
2.9560975609756097, 0.2042553191489362
3.021951219512195, 0.19148936170212766
3.0878048780487806, 0.18085106382978725
3.1609756097560977, 0.16276595744680852
3.2634146341463417, 0.1351063829787234
3.380487804878049, 0.10638297872340426
3.4902439024390244, 0.0797872340425532
3.6, 0.059574468085106386
3.753658536585366, 0.03829787234042553
3.85609756097561, 0.030851063829787233
4.002439024390244, 0.02446808510638298
4.148780487804879, 0.023404255319148935
4.287804878048781, 0.022340425531914895
4.419512195121952, 0.01702127659574468
4.551219512195122, 0.014893617021276596
4.697560975609757, 0.010638297872340425
4.821951219512195, 0.005319148936170213
5.004878048780488, 0.002127659574468085
5.2024390243902445, 0.0010638297872340426
5.531707317073171, 0.0010638297872340426
5.7804878048780495, 0.002127659574468085
5.934146341463415, 0.0010638297872340426